"","Name","pos","Team","Gm","season","Age","Salary","AAV","G","A","P","G60","A60","P60","PenD","CF%","PDO","PSh%","ZSO%Rel","TOI/Gm"
"helmxda8720152016","Darren.Helm","C","DET",82,20152016,28,"2.500","2.125",14,13,27,0.68,0.63,1.32,16,48.57,98.01,7.91,-13.26,15.01
"hemskal8320152016","Ales.Hemsky","R","DAL",88,20152016,32,"4.000","4.000",14,29,43,0.71,1.48,2.2,-1,57.73,98.83,7.14,2.38,13.35
"hendrma8120152016","Matt.Hendricks","LR","EDM",68,20152016,34,"1.850","1.850",5,7,12,0.33,0.46,0.79,0,38.61,100.23,8.06,-23.78,13.35
"henriad9020152016","Adam.Henrique","CL","N.J",80,20152016,25,"4.000","4.000",30,20,50,1.13,0.75,1.89,6,45.94,103.02,20.13,0.24,19.88
"hertlto9320152016","Tomas.Hertl","RL","S.J",93,20152016,21,"0.925","0.925",23,28,51,0.91,1.11,2.03,17,57.65,101.99,10,2.92,16.22
"hicketh8920152016","Thomas.Hickey","D","NYI",73,20152016,26,"1.250","2.200",7,15,22,0.32,0.69,1.01,-3,44.74,101.44,9.33,-5.83,17.83
"higgich8320152016","Chris.Higgins","L","VAN",33,20152016,32,"2.500","2.500",3,1,4,0.4,0.13,0.54,1,42.21,95.11,5.88,-14.15,13.55
"hinosvi9420152016","Vincent.Hinostroza","C","CHI",7,20152016,21,"0.667","0.718",0,0,0,0,0,0,2,44.44,97.9,0,2.25,8.01
"hjalmni8720152016","Niklas.Hjalmarsson","D","CHI",88,20152016,28,"4.200","4.100",2,23,25,0.06,0.7,0.77,-3,45.38,100.22,2.47,-27.81,22.26
"hodgsco9020152016","Cody.Hodgson","C","NSH",39,20152016,25,"1.050","1.050",3,5,8,0.44,0.73,1.17,3,58.19,99.27,4.62,2.1,10.52
"hoffmmi8920152016","Mike.Hoffman","L","OTT",78,20152016,25,"2.000","2.000",29,30,59,1.28,1.33,2.61,5,55.59,101.68,12.08,24.44,17.39
"holdeni8720152016","Nick.Holden","D","COL",82,20152016,28,"1.500","1.650",6,16,22,0.2,0.54,0.74,-4,42.16,99.89,6.12,-8.58,21.81
"hollape9120152016","Peter.Holland","C","TOR",65,20152016,24,"0.775","0.775",9,18,27,0.57,1.14,1.7,-2,59.37,97.32,6.52,9.7,14.63
"hollobu8820152016","Bud.Holloway","R","MTL",1,20152016,27,"0.575","0.575",0,0,0,0,0,0,0,16.67,100,0,22.37,7.51
"holzeko8820152016","Korbinian.Holzer","D","ANA",30,20152016,27,"0.750","0.750",0,3,3,0,0.42,0.42,-1,48.96,98.15,0,-1.53,14.37
"horcosh7820152016","Shawn.Horcoff","LC","ANA",64,20152016,36,"1.750","1.750",6,10,16,0.45,0.74,1.19,-15,45.93,99.74,7.89,-12.5,12.62
"hornqpa8720152016","Patric.Hornqvist","R","PIT",93,20152016,28,"4.250","4.250",27,32,59,1.03,1.22,2.24,12,62.33,101.94,9.22,22.54,16.98
"horvabo9520152016","Bo.Horvat","C","VAN",82,20152016,20,"0.925","0.894",16,24,40,0.68,1.02,1.7,7,43.25,98.18,10.32,-17.64,17.19
"hossama7920152016","Marian.Hossa","R","CHI",71,20152016,36,"7.900","5.275",16,22,38,0.79,1.08,1.87,4,52.87,100.05,7.14,0.15,17.16
"howdequ9220152016","Quinton.Howden","L","FLA",58,20152016,23,"0.851","0.851",6,5,11,0.61,0.51,1.12,0,46.17,100.57,11.11,2.84,10.19
"hrivima9120152016","Marek.Hrivik","L","NYR",5,20152016,24,"0.575","0.575",0,1,1,0,1.16,1.16,0,33.33,119.85,0,-32.98,10.32
"huberjo9320152016","Jonathan.Huberdeau","L","FLA",82,20152016,22,"2.500","3.250",21,41,62,0.83,1.62,2.45,10,54.64,102.02,10.1,8.39,18.5
"hudleji8420152016","Jiri.Hudler","RL","FLA/CGY",78,20152016,31,"4.000","4.000",16,31,47,0.8,1.55,2.34,3,56.42,100.2,14.04,21.5,15.42
"hudonch9420152016","Charles.Hudon","L","MTL",3,20152016,21,"0.650","0.625",0,2,2,0,3.48,3.48,0,50.88,113.33,0,-1.7,11.51
"huntxbr8820152016","Brad.Hunt","D","EDM",7,20152016,27,"0.600","0.600",0,0,0,0,0,0,-1,54.59,96.91,0,32.79,14.01
"hunwima8520152016","Matt.Hunwick","D","TOR",60,20152016,30,"1.200","1.200",2,8,10,0.09,0.35,0.44,-11,42.15,96.68,2.7,-23.8,22.67
"huttobe9320152016","Ben.Hutton","D","VAN",75,20152016,22,"0.868","0.896",1,24,25,0.04,0.98,1.02,7,49.39,99.05,0.96,10.28,19.61
"hymanza9220152016","Zach.Hyman","C","TOR",16,20152016,23,"0.900","0.900",4,2,6,0.97,0.48,1.45,5,53.56,98.02,10.81,13.96,15.53
"iginlja7720152016","Jarome.Iginla","R","COL",82,20152016,38,"5.500","5.333",22,25,47,1.02,1.16,2.17,1,51.85,99.98,12.09,20.54,15.83
"irwinma8720152016","Matt.Irwin","D","BOS",2,20152016,27,"0.800","0.800",0,0,0,0,0,0,0,45.45,87.11,0,13.73,14.1
"jackmba8120152016","Barret.Jackman","D","NSH",87,20152016,34,"2.000","2.000",1,4,5,0.05,0.2,0.26,-16,52.14,97.16,1.43,3.82,13.49
"jackmti8120152016","Tim.Jackman","R","ANA",2,20152016,33,"0.700","0.700",0,0,0,0,0,0,-1,44.44,71.43,0,-42.76,5.76
"jagrxja7220152016","Jaromir.Jagr","R","FLA",85,20152016,43,"3.500","3.500",27,40,67,1.1,1.64,2.74,-13,57.52,102.12,16.56,14.54,17.25
"janmama9220152016","Mattias.Janmark-Nylen","C","DAL",85,20152016,22,"0.675","0.734",17,17,34,0.86,0.86,1.72,-2,54.33,100.49,13.49,5.73,13.96
"jarnkca9120152016","Calle.Jarnkrok","C","NSH",95,20152016,23,"0.735","0.735",16,15,31,0.63,0.59,1.23,8,47.59,99.18,12.12,-6.06,15.98
"jaskidm9320152016","Dmitrij.Jaskin","LR","STL",67,20152016,22,"0.775","0.775",5,9,14,0.38,0.69,1.08,1,55.67,99.19,5.32,-0.16,11.64
"jeffrdu8820152016","Dustin.Jeffrey","CL","ARI",7,20152016,27,"0.575","0.575",1,1,2,0.75,0.75,1.5,0,44.44,114.47,20,17.1,11.42
"jennebo9320152016","Boone.Jenner","LC","CBJ",82,20152016,22,"0.775","0.778",30,19,49,1.34,0.85,2.18,-2,50.68,98.48,13.33,8.11,16.44
"johanma9020152016","Marcus.Johansson","C","WSH",86,20152016,24,"3.750","3.750",19,34,53,0.8,1.44,2.24,15,57.85,103.84,12.1,22.78,16.49
"johanry9220152016","Ryan.Johansen","C","NSH/CBJ",94,20152016,23,"3.000","4.000",18,50,68,0.65,1.8,2.45,-11,57.05,101.27,8.65,18.7,17.69
"johnser8820152016","Erik.Johnson","D","COL",73,20152016,27,"4.250","3.750",11,16,27,0.39,0.56,0.95,-3,42.77,97.68,6.29,-13.57,23.47
"johnsja8720152016","Jack.Johnson","D","CBJ",60,20152016,28,"5.000","4.357",6,8,14,0.25,0.33,0.58,-4,45.66,97.38,6.98,-6.47,24.29
"johnsro9420152016","Ross.Johnston","F","NYI",1,20152016,21,"0.620","0.667",0,0,0,0,0,0,-2,35.29,100,NA,-5.45,18.09
"johnsry9220152016","Ryan.Johnston","D","MTL",3,20152016,23,"0.667","0.680",0,0,0,0,0,0,0,50.53,102.67,0,-0.09,16.44
"johnsst9220152016","Stephen.Johns","D","DAL",27,20152016,23,"0.800","0.800",1,2,3,0.13,0.27,0.4,0,50,98.3,5.26,-1.22,16.61
"johnsty9020152016","Tyler.Johnson","CR","T.B",79,20152016,25,"3.200","3.333",18,33,51,0.8,1.46,2.26,9,57.16,102.47,9.68,14.69,17.16
"jokinju8320152016","Jussi.Jokinen","C","FLA",87,20152016,32,"4.000","4.000",19,45,64,0.7,1.67,2.37,-2,52.28,102.29,11.88,1.6,18.6
"jokipjy9120152016","Jyrki.Jokipakka","D","CGY/DAL",58,20152016,24,"0.900","0.900",2,10,12,0.13,0.66,0.79,-2,46.83,100.8,4.44,2.42,15.67
"jonesda8420152016","David.Jones","R","MIN/CGY",81,20152016,31,"4.000","4.000",11,8,19,0.64,0.46,1.1,7,43.8,100.82,12.64,-11.53,12.81
"jonesse9420152016","Seth.Jones","D","NSH/CBJ",81,20152016,20,"0.925","0.925",3,28,31,0.1,0.95,1.05,8,53.18,97.02,1.91,5.94,21.82
"joorijo9020152016","Josh.Jooris","CR","CGY",59,20152016,25,"0.975","0.975",4,9,13,0.33,0.73,1.06,-6,43.17,98.37,5,-16.2,12.46
"jordami9020152016","Michal.Jordan","D","CAR",36,20152016,25,"0.625","0.625",1,0,1,0.11,0,0.11,-3,50.65,98.09,2.78,5.38,14.92
"josefja9120152016","Jacob.Josefson","CL","N.J",58,20152016,24,"0.800","0.800",4,10,14,0.26,0.66,0.92,4,54.28,96.16,4.65,6.76,15.78
"josixro9020152016","Roman.Josi","D","NSH",95,20152016,25,"4.000","4.000",15,55,70,0.36,1.32,1.69,-9,49.71,99.52,6.25,-2.85,26.23
"jurcoto9220152016","Tomas.Jurco","RL","DET",44,20152016,22,"0.850","0.900",4,2,6,0.6,0.3,0.9,-1,52.8,97.88,9.52,-5.78,9.13
"kadrina9020152016","Nazem.Kadri","C","TOR",76,20152016,24,"4.100","4.100",17,28,45,0.72,1.19,1.91,28,59.14,97.74,6.54,12.2,18.57
"kalinse9120152016","Sergey.Kalinin","F","N.J",78,20152016,24,"0.925","0.925",8,7,15,0.46,0.4,0.86,4,49.16,100.06,11.43,6.44,13.36
"kampfst8820152016","Steven.Kampfer","D","FLA",47,20152016,26,"0.600","0.613",0,4,4,0,0.33,0.33,-4,45.75,101.25,0,-0.09,15.45
"kanexev9120152016","Evander.Kane","L","BUF",65,20152016,24,"6.000","5.250",20,15,35,0.87,0.66,1.53,-4,54.05,96.95,7.38,12.78,21.14
"kanexpa8820152016","Patrick.Kane","R","CHI",89,20152016,26,"13.800","10.500",47,66,113,1.54,2.16,3.7,8,58.45,103.57,15.06,35.84,20.57
"kapanka9620152016","Kasperi.Kapanen","RL","TOR",9,20152016,19,"0.925","0.894",0,0,0,0,0,0,0,58.89,96.54,0,34.35,14.98
"karlser9020152016","Erik.Karlsson","D","OTT",82,20152016,25,"7.000","6.500",16,66,82,0.41,1.68,2.08,-9,56.21,99.7,6.45,24.24,28.8
"karlsme9020152016","Melker.Karlsson","RC","S.J",77,20152016,25,"1.450","1.650",12,11,23,0.68,0.62,1.31,8,44.88,100.5,11.01,-7.54,13.73
"karlswi9320152016","William.Karlsson","C","CBJ",81,20152016,22,"0.925","0.831",9,11,20,0.47,0.57,1.04,7,43.46,97.36,8.33,-12.67,14.27
"kassiza9120152016","Zack.Kassian","R","EDM",36,20152016,24,"2.000","1.750",3,5,8,0.4,0.67,1.07,-12,46.17,97.77,7.14,3.3,12.5
"kearnbr8120152016","Bracken.Kearns","LC","NYI",2,20152016,34,"0.775","0.775",0,1,1,0,1.98,1.98,-2,50,97.5,NA,12.94,15.18
"keithdu8320152016","Duncan.Keith","D","CHI",73,20152016,32,"7.500","5.538",12,36,48,0.39,1.16,1.55,-5,51.37,102.22,7.89,-6.88,25.43
"kellych8020152016","Chris.Kelly","LC","BOS",11,20152016,34,"2.500","3.000",2,0,2,0.84,0,0.84,0,35.8,107.47,25,-15.1,13.04
"kemppjo8820152016","Joonas.Kemppainen","F","BOS",44,20152016,27,"0.792","0.792",2,3,5,0.22,0.32,0.54,-2,38.22,97.08,5.71,-12.27,12.62
"keninro9120152016","Ronalds.Kenins","L","VAN",8,20152016,24,"0.600","0.600",0,0,0,0,0,0,-1,42,98.28,0,2.79,11.74
"kennety8620152016","Tyler.Kennedy","RL","N.J",50,20152016,29,"NA","NA",3,13,16,0.27,1.18,1.45,-1,54.78,96.83,4.17,4.62,13.22
"keranmi9020152016","Michael.Keranen","RC","MIN",1,20152016,25,"0.675","0.675",0,0,0,0,0,0,0,50,66.67,NA,-26.67,6.38
"keroxta9220152016","Tanner.Kero","F","CHI",17,20152016,23,"0.667","0.667",1,2,3,0.27,0.55,0.82,2,41.15,98.64,3.85,-13.58,12.88
"keslery8420152016","Ryan.Kesler","C","ANA",86,20152016,31,"5.000","5.000",25,32,57,0.88,1.13,2.01,4,50.67,101.65,13.89,-21.53,19.78
"kesseph8720152016","Phil.Kessel","R","PIT",93,20152016,27,"10.000","8.000",31,40,71,1.1,1.42,2.52,2,61.15,102.33,9.78,32.89,18.16
"khairju9420152016","Jujhar.Khaira","LC","EDM",15,20152016,21,"0.925","0.906",0,2,2,0,0.78,0.78,-3,46.58,98.53,0,-15.36,10.26
"khokhal9320152016","Alexander.Khokhlachev","CL","BOS",5,20152016,22,"0.775","0.787",0,0,0,0,0,0,1,53.76,92.31,0,2.81,9.92
"killoal8920152016","Alex.Killorn","LR","T.B",91,20152016,26,"2.700","2.550",17,32,49,0.67,1.25,1.92,-1,56.95,103.12,9.77,8.57,16.84
"kindlja8720152016","Jakub.Kindl","D","FLA/DET",45,20152016,28,"2.500","2.400",2,6,8,0.17,0.52,0.69,-8,57.18,101.43,3.17,11.84,15.36
"kingxdw8920152016","Dwight.King","RL","L.A",52,20152016,26,"2.000","1.950",7,7,14,0.56,0.56,1.12,-8,49.78,97.93,12.73,-0.3,14.38
"klefbos9320152016","Oscar.Klefbom","D","EDM",30,20152016,22,"0.833","0.894",4,8,12,0.36,0.73,1.09,1,47.26,99.73,8.33,-10.23,22.03
"kleinke8420152016","Kevin.Klein","D","NYR",74,20152016,30,"3.000","2.900",9,18,27,0.36,0.72,1.09,-3,45.38,100.27,11.69,-11.8,20.17
"klingjo9220152016","John.Klingberg","D","DAL",89,20152016,23,"2.250","4.250",11,50,61,0.32,1.46,1.79,-1,59.93,101.68,5.79,16.33,23.04
"klinkro8620152016","Rob.Klinkhammer","L","EDM",14,20152016,29,"0.725","0.725",1,0,1,0.44,0,0.44,-1,41.74,90.26,10,-5.28,9.78
"knighco9020152016","Corban.Knight","C","FLA",20,20152016,25,"0.750","0.750",2,5,7,0.62,1.55,2.18,0,42.12,108.07,18.18,1.7,9.65
"koekksl9420152016","Slater.Koekkoek","D","T.B",13,20152016,21,"0.925","0.894",0,1,1,0,0.43,0.43,-1,54.14,100.24,0,19.06,10.63
"koivumi8320152016","Mikko.Koivu","C","MIN",88,20152016,32,"7.290","6.750",20,41,61,0.68,1.4,2.08,-9,56.75,100.46,12.9,13.62,20.03
"komarle8720152016","Leo.Komarov","LR","TOR",67,20152016,28,"2.950","2.950",19,17,36,0.95,0.85,1.8,4,56.69,97.05,14.62,5.96,17.94
"kopitan8720152016","Anze.Kopitar","C","L.A",86,20152016,28,"7.700","6.800",27,51,78,0.9,1.7,2.6,16,57.26,102.47,14.44,-5.98,20.95
"korpila8620152016","Lauri.Korpikoski","LR","EDM",71,20152016,29,"2.700","2.500",10,12,22,0.61,0.73,1.33,0,39.34,98.13,11.36,-12.11,13.96
"kosmasc9420152016","Scott.Kosmachuk","R","WPG",8,20152016,21,"0.743","0.720",0,3,3,0,2.07,2.07,-1,42.14,103.81,0,-15.14,10.89
"kostkmi8520152016","Michael.Kostka","D","OTT",15,20152016,29,"0.800","0.800",0,1,1,0,0.27,0.27,-2,43.75,105.98,0,-11.36,14.55
"kreidch9120152016","Chris.Kreider","L","NYR",84,20152016,24,"2.600","2.475",23,22,45,1.04,0.99,2.03,-8,56.68,102.27,13.86,16.01,15.87
"krejcda8620152016","David.Krejci","C","BOS",72,20152016,29,"7.250","7.250",17,46,63,0.71,1.91,2.61,4,56.03,101.05,11.89,14.76,20.09
"kronwni8120152016","Niklas.Kronwall","D","DET",69,20152016,34,"6.000","4.750",3,24,27,0.12,0.94,1.06,-14,50,98.92,4.29,4.84,22.24
"krugema9020152016","Marcus.Kruger","C","CHI",48,20152016,25,"1.500","1.500",0,5,5,0,0.45,0.45,-4,41.51,95.17,0,-54.25,13.92
"krugxto9120152016","Torey.Krug","D","BOS",81,20152016,24,"3.400","3.400",4,40,44,0.14,1.38,1.51,2,58.1,101.66,1.64,21.55,21.53
"kucheni9320152016","Nikita.Kucherov","RL","T.B",87,20152016,22,"0.700","0.712",39,39,78,1.46,1.46,2.93,8,60.52,103.93,15.85,23.53,18.36
"kuhnhto9220152016","Tom.Kuhnhackl","LR","PIT",53,20152016,23,"0.575","0.575",7,13,20,0.66,1.22,1.87,6,41.83,102.12,11.48,-31.51,12.1
"kukande9320152016","Dean.Kukan","D","CBJ",8,20152016,22,"0.743","0.767",0,0,0,0,0,0,1,49.79,114.41,0,-1.77,17.41
"kulakbr9420152016","Brett.Kulak","D","CGY",8,20152016,21,"0.655","0.657",0,0,0,0,0,0,0,54.65,91.74,0,-1.02,12.54
"kulemni8620152016","Nikolay.Kulemin","LR","NYI",92,20152016,29,"4.250","4.188",10,16,26,0.45,0.72,1.17,-3,41.65,101.38,8.93,-17.84,14.5
"kulikdm9020152016","Dmitry.Kulikov","D","FLA",80,20152016,24,"4.500","4.333",2,19,21,0.07,0.67,0.74,-14,45.29,101.08,1.83,-6.78,21.33
"kunitch7920152016","Chris.Kunitz","L","PIT",91,20152016,35,"4.000","3.850",18,26,44,0.72,1.04,1.76,-2,58.6,102.63,10.71,16.2,16.52
"kuzneev9220152016","Evgeny.Kuznetsov","C","WSH",94,20152016,23,"2.600","3.000",21,58,79,0.78,2.15,2.94,7,57.98,102.43,9.05,15.62,17.18
"kylinol9720152016","Oliver.Kylington","D","CGY",1,20152016,18,"0.743","0.792",0,0,0,0,0,0,0,36.67,106.59,0,-23.37,16.01
"laddxan8520152016","Andrew.Ladd","L","WPG/CHI",85,20152016,29,"4.500","4.400",26,22,48,0.96,0.81,1.77,0,53.81,98.73,12.5,1.25,19.13
"laichbr8320152016","Brooks.Laich","C","TOR/WSH",81,20152016,32,"4.000","4.500",2,12,14,0.13,0.77,0.9,3,42.42,97.34,1.98,-14.01,11.57
"landean9120152016","Anton.Lander","C","EDM",61,20152016,24,"0.925","0.988",1,2,3,0.08,0.16,0.24,6,42.51,95.81,1.85,-17.62,12.17
"landega9220152016","Gabriel.Landeskog","L","COL",75,20152016,22,"4.500","5.500",20,33,53,0.84,1.39,2.23,-4,49.65,99.81,11.76,15.55,19.04
"larkidy9620152016","Dylan.Larkin","C","DET",85,20152016,19,"0.925","0.925",24,22,46,1.04,0.96,2,10,57.11,101.2,10.39,18.15,16.21
"larssad9220152016","Adam.Larsson","D","N.J",82,20152016,22,"2.500","4.167",3,15,18,0.1,0.49,0.59,-15,37.28,102.37,4.62,-36.46,22.35
"larssjo9220152016","Johan.Larsson","LC","BUF",74,20152016,23,"0.800","0.800",10,7,17,0.54,0.38,0.93,5,48.58,101.52,10.53,-11.45,14.9
"lattami9120152016","Michael.Latta","C","WSH",43,20152016,24,"0.575","0.575",3,4,7,0.51,0.68,1.18,1,50.91,100.1,10.34,-0.1,8.24
"laughsc9420152016","Scott.Laughton","C","PHI",74,20152016,21,"0.925","0.925",7,14,21,0.54,1.07,1.61,-6,45.38,98.85,7.61,1.21,10.6
"lazarcu9520152016","Curtis.Lazar","CR","OTT",76,20152016,20,"0.925","0.925",6,14,20,0.34,0.8,1.14,14,40.89,101.66,7.69,-12.77,13.88
"lecavvi8020152016","Vincent.Lecavalier","C","PHI/L.A",54,20152016,35,"4.500","4.500",11,9,20,0.93,0.76,1.69,-8,52.48,101.4,14.67,0.28,13.14
"leddyni9120152016","Nick.Leddy","D","NYI",92,20152016,24,"4.000","5.500",6,38,44,0.17,1.08,1.25,-1,53.72,101.09,4.23,13.12,23.01
"leexxan9020152016","Anders.Lee","LC","NYI",80,20152016,25,"2.000","3.750",15,21,36,0.77,1.07,1.84,-14,58.81,101.71,8.2,23.08,14.69
"legwada8020152016","David.Legwand","CL","BUF",79,20152016,35,"3.500","3.000",5,9,14,0.39,0.71,1.11,-3,35.63,97.86,8.2,-20.26,9.62
"lehtejo8720152016","Jori.Lehtera","C","STL",93,20152016,27,"2.250","2.750",10,30,40,0.4,1.2,1.6,-8,53.66,102.43,9.62,21.34,16.11
"leierta9420152016","Taylor.Leier","L","PHI",6,20152016,21,"0.810","0.808",0,0,0,0,0,0,2,36.11,100,0,2.41,7.77
"leipsbr9420152016","Brendan.Leipsic","CL","TOR",6,20152016,21,"0.693","0.653",1,2,3,0.72,1.43,2.15,0,60.92,98.45,9.09,8.73,13.95
"leivojo9320152016","Josh.Leivo","RL","TOR",12,20152016,22,"0.843","0.792",5,0,5,2.06,0,2.06,-3,60.95,102.14,25,21.77,12.13
"lergxbr8620152016","Bryan.Lerg","L","S.J",6,20152016,29,"0.600","0.600",0,0,0,0,0,0,0,26.74,102.76,0,-22.9,8.89
"lernobr9520152016","Brett.Lernout","D","MTL",1,20152016,19,"0.660","0.665",0,0,0,0,0,0,0,30.77,100,NA,-5.69,6.57
"lessilu9320152016","Lucas.Lessio","L","MTL",12,20152016,22,"0.833","0.831",1,1,2,0.46,0.46,0.92,0,47.12,102.55,7.14,3.22,10.85
"letankr8720152016","Kris.Letang","D","PIT",81,20152016,28,"7.250","7.250",17,58,75,0.46,1.57,2.04,-11,56.52,100.48,6.91,11.27,27.29
"letesma8520152016","Mark.Letestu","CR","EDM",82,20152016,30,"1.800","1.800",10,15,25,0.46,0.69,1.15,0,44.89,98.59,9.35,-17.49,15.91
"lewistr8720152016","Trevor.Lewis","C","L.A",80,20152016,28,"1.550","1.525",10,8,18,0.53,0.42,0.95,-1,51.09,94.81,5.78,-3.4,14.22
"lilesjo8020152016","John-Michael.Liles","D","BOS/CAR",81,20152016,34,"2.750","3.875",6,14,20,0.22,0.52,0.74,0,52.53,98.44,5.41,-1.65,20.03
"lindbos9120152016","Oscar.Lindberg","C","NYR",70,20152016,23,"0.600","0.650",13,15,28,0.91,1.05,1.97,-9,50.26,102.78,10.92,13.71,12.21
"lindbpe9320152016","Petteri.Lindbohm","D","STL",10,20152016,21,"0.645","0.637",0,0,0,0,0,0,1,53.53,91.79,0,-10.38,13.47
"lindbto9520152016","Tobias.Lindberg","R","TOR",6,20152016,20,"0.660","0.693",0,2,2,0,1.21,1.21,-1,56.45,104.13,0,19.16,16.52
"lindees9420152016","Esa.Lindell","D","DAL",4,20152016,21,"0.767","0.746",0,0,0,0,0,0,0,50,88,0,-9.3,14.66
"lindhel9420152016","Elias.Lindholm","RC","CAR",82,20152016,20,"0.925","0.925",11,28,39,0.44,1.13,1.57,3,57.9,96.76,6.25,13.38,18.14
"lindhha9420152016","Hampus.Lindholm","D","ANA",87,20152016,21,"0.833","0.894",10,21,31,0.31,0.66,0.98,-2,55.65,100.11,6.13,-0.97,21.91
"littlbr8720152016","Bryan.Little","C","WPG",57,20152016,27,"4.750","4.700",17,25,42,0.91,1.34,2.24,7,54.85,97.1,13.39,3.87,19.7
"loovxvi9220152016","Viktor.Loov","D","TOR",4,20152016,22,"0.693","0.693",0,2,2,0,2.79,2.79,0,55.41,122.22,0,30.59,10.77
"lovejbe8420152016","Ben.Lovejoy","D","PIT",77,20152016,31,"1.200","1.100",5,7,12,0.21,0.3,0.51,-15,44.87,100.46,4.76,-21.31,18.36
"lowryad9320152016","Adam.Lowry","LC","WPG",74,20152016,22,"0.925","0.828",7,10,17,0.41,0.58,0.99,-2,40.01,97.55,9.59,-18.48,13.98
"lucicmi8820152016","Milan.Lucic","L","L.A",86,20152016,27,"6.500","6.000",20,38,58,0.81,1.54,2.35,-13,63.53,102.5,15.38,14.53,17.19
"lupuljo8320152016","Joffrey.Lupul","LR","TOR",46,20152016,31,"6.750","5.250",11,3,14,0.99,0.27,1.26,4,55.56,99.02,10.78,12.41,14.52
"maattol9420152016","Olli.Maatta","D","PIT",75,20152016,21,"0.833","0.894",6,14,20,0.25,0.57,0.82,-4,48.96,102.59,5.94,-0.62,19.53
"macarcl8520152016","Clarke.MacArthur","L","OTT",4,20152016,30,"4.500","4.650",0,0,0,0,0,0,1,57.69,93.24,0,13.97,10.69
"macdoan8620152016","Andrew.MacDonald","D","PHI",34,20152016,29,"4.500","5.000",2,7,9,0.18,0.63,0.82,2,45.06,102.74,8.33,-5.04,19.48
"mackede8120152016","Derek.MacKenzie","CL","FLA",70,20152016,34,"1.300","1.300",6,8,14,0.38,0.51,0.89,2,38.1,99.63,6.82,-17.23,13.45
"mackina9520152016","Nathan.MacKinnon","CR","COL",72,20152016,20,"0.925","0.925",21,31,52,0.92,1.36,2.28,17,52.33,100.55,8.64,25.57,18.98
"malkiev8620152016","Evgeni.Malkin","CR","PIT",67,20152016,29,"9.500","9.500",30,37,67,1.41,1.74,3.15,-7,61.88,101.95,15.87,35.22,19.05
"malonbr8920152016","Brad.Malone","LC","CAR",57,20152016,26,"0.700","0.650",2,4,6,0.22,0.44,0.66,-11,45.45,93.9,6.45,-12.62,9.56
"mannibr9020152016","Brandon.Manning","D","PHI",62,20152016,25,"0.625","0.625",1,7,8,0.06,0.4,0.46,2,49.65,98.99,1.25,4.26,16.77
"mansojo9120152016","Josh.Manson","D","ANA",72,20152016,23,"0.925","0.925",5,10,15,0.23,0.45,0.68,1,50.98,99.61,5.62,-7.37,18.5
"manthan9420152016","Anthony.Mantha","RL","DET",10,20152016,20,"0.925","0.894",2,1,3,1.01,0.5,1.51,0,60.85,92.76,11.11,30.2,11.9
"marchal9220152016","Alexey.Marchenko","D","DET",69,20152016,23,"0.700","0.667",2,9,11,0.1,0.47,0.57,5,44.61,98.98,4.55,-13.29,16.72
"marchbr8820152016","Brad.Marchand","L","BOS",77,20152016,27,"4.500","4.500",37,23,60,1.56,0.97,2.53,1,53.92,100.2,14.8,-9.69,18.47
"marchjo9020152016","Jonathan.Marchessault","N","T.B",48,20152016,24,"0.600","0.600",7,11,18,0.75,1.18,1.94,8,61.04,98,8.24,9.16,11.63
"marinma9220152016","Martin.Marincin","D","TOR",65,20152016,23,"0.700","0.700",1,6,7,0.06,0.34,0.39,-10,48.11,97.7,1.82,-8.99,16.47
"markoan7820152016","Andrei.Markov","D","MTL",82,20152016,36,"6.000","5.750",5,39,44,0.16,1.21,1.37,-4,52.37,100.24,4.27,7.6,23.58
"marlepa7920152016","Patrick.Marleau","LR","S.J",94,20152016,36,"6.500","6.667",29,28,57,0.98,0.95,1.93,5,56.24,98.29,12.29,13.01,18.85
"maroopa8820152016","Patrick.Maroon","L","ANA/EDM",72,20152016,27,"1.900","2.000",12,15,27,0.81,1.01,1.83,-1,56.4,99.56,11.54,20.06,12.32
"martial8720152016","Alec.Martinez","D","L.A",79,20152016,28,"3.900","4.000",10,21,31,0.36,0.75,1.11,-10,52,102.23,8.06,-3.94,21.19
"martian9020152016","Andreas.Martinsen","F","COL",55,20152016,25,"0.743","0.743",4,7,11,0.39,0.68,1.07,-1,43.15,100.42,7.69,-8.18,11.22
"martijo9220152016","Jordan.Martinook","C","ARI",81,20152016,23,"0.600","0.613",9,15,24,0.44,0.74,1.18,5,41.11,96.61,8.26,-19.85,15.09
"martima8920152016","Matthew.Martin","LR","NYI",91,20152016,26,"1.300","1.000",10,9,19,0.61,0.55,1.15,-10,49.12,101.23,9.9,-13.52,10.88
"martipa8120152016","Paul.Martin","D","S.J",90,20152016,34,"5.750","4.850",3,20,23,0.1,0.64,0.74,-3,46.88,100.83,5.26,-12.44,20.76
"mashibr8820152016","Brandon.Mashinter","L","CHI",43,20152016,26,"0.575","0.562",4,1,5,0.72,0.18,0.91,-2,45.6,97.04,15.38,-2.47,7.7
"mathemi9420152016","Michael.Matheson","D","FLA",8,20152016,21,"0.925","0.925",0,1,1,0,0.37,0.37,0,54.58,102.16,0,26.54,20.08
"mattest9420152016","Stefan.Matteau","L","N.J/MTL",32,20152016,21,"0.575","0.613",1,1,2,0.18,0.18,0.36,0,47.26,92.29,3.7,6.92,10.52
